# Tdn_K_96G	Rdn_Ohm_96G	'Rdn/R5k_Ohm_96G'
100.779	0.418872	1.01727
100.675	0.418459	1.01627
100.57	0.418789	1.01707
100.466	0.41864	1.01671
100.367	0.418423	1.01618
100.263	0.418619	1.01666
100.159	0.418686	1.01682
100.055	0.418578	1.01656
99.9511	0.4188	1.0171
99.852	0.418408	1.01615
99.7472	0.418527	1.01643
99.644	0.418403	1.01613
99.5431	0.418449	1.01625
99.4397	0.418588	1.01658
99.3372	0.418449	1.01625
99.2343	0.418356	1.01602
99.1328	0.418532	1.01645
99.0313	0.41865	1.01673
98.9278	0.418604	1.01662
98.8248	0.418702	1.01686
98.7185	0.418377	1.01607
98.6189	0.418444	1.01623
98.517	0.417978	1.0151
98.4146	0.418252	1.01577
98.311	0.418315	1.01592
98.209	0.4185	1.01637
98.1069	0.418397	1.01612
98.0061	0.418242	1.01574
97.904	0.418128	1.01546
97.799	0.418232	1.01572
97.6984	0.41803	1.01523
97.5954	0.418087	1.01537
97.4917	0.418305	1.0159
97.3897	0.418299	1.01588
97.2862	0.418495	1.01636
97.1835	0.418082	1.01535
97.0817	0.418216	1.01568
96.9805	0.418274	1.01582
96.874	0.418067	1.01532
96.7744	0.418294	1.01587
96.6689	0.418118	1.01544
96.5682	0.418201	1.01564
96.4666	0.418237	1.01573
96.3639	0.417865	1.01483
96.2604	0.417824	1.01473
96.1591	0.41819	1.01562
96.0557	0.418118	1.01544
95.9508	0.417844	1.01478
95.8481	0.418066	1.01531
95.7438	0.418196	1.01563
95.6439	0.418216	1.01568
95.5399	0.417689	1.0144
95.4353	0.418051	1.01528
95.3337	0.418061	1.0153
95.2307	0.417669	1.01435
95.1289	0.417855	1.0148
95.0233	0.417953	1.01504
94.9227	0.417689	1.0144
94.8189	0.417782	1.01463
94.717	0.417632	1.01426
94.6137	0.417829	1.01474
94.5105	0.417596	1.01417
94.4052	0.417597	1.01417
94.3029	0.417684	1.01439
94.2004	0.417689	1.0144
94.0992	0.417622	1.01424
93.9962	0.417685	1.01439
93.8948	0.417875	1.01485
93.7927	0.417544	1.01405
93.6883	0.417638	1.01427
93.5872	0.417849	1.01479
93.4869	0.417494	1.01392
93.381	0.417566	1.0141
93.2765	0.417736	1.01451
93.1766	0.417565	1.0141
93.0755	0.417628	1.01425
92.9711	0.417659	1.01433
92.8701	0.417623	1.01424
92.7678	0.417333	1.01353
92.6663	0.417824	1.01473
92.5615	0.417565	1.0141
92.4591	0.417478	1.01389
92.3561	0.417632	1.01426
92.2547	0.417358	1.0136
92.1492	0.417602	1.01419
92.045	0.417556	1.01407
91.9415	0.417555	1.01407
91.8369	0.417524	1.014
91.7344	0.417524	1.014
91.6291	0.417498	1.01394
91.5264	0.417229	1.01328
91.423	0.417607	1.0142
91.319	0.417477	1.01388
91.217	0.417638	1.01428
91.1116	0.417328	1.01352
91.0084	0.4174	1.0137
90.9047	0.417127	1.01303
90.8014	0.417494	1.01392
90.6984	0.417379	1.01365
90.5969	0.417467	1.01386
90.492	0.417209	1.01323
90.3902	0.417142	1.01307
90.2857	0.417308	1.01347
90.1829	0.417229	1.01328
90.0791	0.417028	1.01279
89.9741	0.417194	1.0132
89.8704	0.417188	1.01318
89.7675	0.417235	1.0133
89.6641	0.417508	1.01396
89.5622	0.417044	1.01283
89.4591	0.417188	1.01318
89.3582	0.417023	1.01278
89.2549	0.417054	1.01286
89.1539	0.4174	1.0137
89.0489	0.41694	1.01258
88.9461	0.417138	1.01306
88.8412	0.417034	1.01281
88.7367	0.417044	1.01283
88.6332	0.417328	1.01352
88.5299	0.417163	1.01312
88.4289	0.416935	1.01257
88.3234	0.416915	1.01252
88.2204	0.41725	1.01333
88.117	0.417106	1.01298
88.0146	0.417168	1.01313
87.9127	0.417034	1.01281
87.8094	0.417111	1.013
87.7056	0.416848	1.01236
87.6033	0.416946	1.01259
87.5009	0.417235	1.0133
87.3972	0.41676	1.01214
87.2931	0.416703	1.012
87.1882	0.416843	1.01234
87.0862	0.41679	1.01222
86.9853	0.416755	1.01213
86.8825	0.417018	1.01277
86.7789	0.416868	1.01241
86.6732	0.416998	1.01272
86.5718	0.416651	1.01188
86.4702	0.416956	1.01262
86.3675	0.416801	1.01224
86.2618	0.416714	1.01203
86.1607	0.416755	1.01213
86.0557	0.416662	1.01191
85.9518	0.416641	1.01185
85.8499	0.416801	1.01224
85.7473	0.416547	1.01163
85.6425	0.416646	1.01187
85.54	0.416408	1.01129
85.4383	0.416429	1.01134
85.3347	0.416553	1.01164
85.2308	0.416522	1.01156
85.1281	0.416718	1.01204
85.026	0.416584	1.01172
84.9236	0.416744	1.0121
84.8196	0.416724	1.01205
84.716	0.416858	1.01238
84.6135	0.416507	1.01153
84.51	0.41647	1.01144
84.4082	0.416517	1.01155
84.3069	0.41644	1.01137
84.2049	0.416511	1.01154
84.1011	0.416533	1.01159
83.9997	0.416491	1.01149
83.8963	0.416703	1.01201
83.7928	0.416362	1.01118
83.6897	0.416398	1.01126
83.5862	0.416403	1.01128
83.4849	0.416341	1.01112
83.3822	0.416403	1.01128
83.2782	0.41631	1.01105
83.1755	0.416609	1.01178
83.0726	0.416573	1.01169
82.9699	0.416165	1.0107
82.8666	0.416362	1.01118
82.7651	0.416335	1.01111
82.6626	0.416418	1.01131
82.5591	0.416124	1.0106
82.4548	0.416356	1.01116
82.3515	0.416439	1.01136
82.2485	0.416057	1.01043
82.1452	0.416357	1.01116
82.043	0.416181	1.01074
81.9397	0.416212	1.01081
81.8376	0.416202	1.01079
81.7364	0.416243	1.01089
81.6333	0.416222	1.01084
81.5299	0.416273	1.01096
81.4263	0.41632	1.01108
81.3238	0.416347	1.01114
81.2216	0.416186	1.01075
81.1192	0.416077	1.01049
81.0165	0.415954	1.01018
80.9129	0.416021	1.01035
80.8112	0.416191	1.01076
80.6967	0.41584	1.00991
80.593	0.416331	1.0111
80.4899	0.416092	1.01052
80.3868	0.416155	1.01067
80.2841	0.41599	1.01027
80.1808	0.415948	1.01017
80.0785	0.415959	1.0102
79.9753	0.416249	1.0109
79.8717	0.416047	1.01041
79.7695	0.415861	1.00996
79.6664	0.415918	1.0101
79.5635	0.416068	1.01046
79.4603	0.415778	1.00976
79.3555	0.415784	1.00977
79.2526	0.416119	1.01059
79.1522	0.415975	1.01024
79.0485	0.416011	1.01032
78.9455	0.415996	1.01029
78.8423	0.416027	1.01036
78.7408	0.416109	1.01056
78.6387	0.415866	1.00997
78.5348	0.415835	1.0099
78.4308	0.415773	1.00975
78.3266	0.415862	1.00996
78.2252	0.415613	1.00936
78.1232	0.415814	1.00985
78.0198	0.415814	1.00985
77.916	0.415799	1.00981
77.8124	0.415634	1.00941
77.7092	0.41567	1.0095
77.6039	0.415809	1.00983
77.5028	0.415686	1.00953
77.3986	0.415758	1.00971
77.2954	0.41598	1.01025
77.1917	0.415758	1.00971
77.09	0.415902	1.01006
76.99	0.415571	1.00926
76.8855	0.415639	1.00942
76.7827	0.415788	1.00978
76.6809	0.415483	1.00904
76.5774	0.41583	1.00989
76.4745	0.415711	1.00959
76.369	0.415442	1.00894
76.2665	0.415633	1.00941
76.1634	0.415566	1.00924
76.0607	0.415386	1.0088
75.9562	0.415494	1.00907
75.8539	0.415644	1.00943
75.7495	0.415375	1.00878
75.648	0.415582	1.00928
75.5439	0.415664	1.00948
75.442	0.415246	1.00847
75.3391	0.415587	1.00929
75.2357	0.415686	1.00953
75.1316	0.415417	1.00888
75.0274	0.415499	1.00908
74.9241	0.415251	1.00848
74.824	0.415794	1.0098
74.7188	0.415716	1.00961
74.615	0.415386	1.00881
74.5132	0.415262	1.0085
74.4103	0.4155	1.00908
74.3081	0.415324	1.00865
74.2045	0.415442	1.00894
74.1026	0.415422	1.00889
73.9993	0.415535	1.00917
73.8953	0.415587	1.00929
73.7917	0.415365	1.00876
73.6897	0.415365	1.00875
73.5863	0.415542	1.00918
73.4831	0.415308	1.00862
73.3782	0.415355	1.00873
73.2762	0.415334	1.00868
73.1716	0.415515	1.00912
73.0681	0.415345	1.00871
72.9653	0.415132	1.00819
72.8621	0.415153	1.00824
72.7583	0.415514	1.00912
72.6556	0.415515	1.00912
72.5535	0.41537	1.00877
72.4507	0.415169	1.00828
72.3479	0.415262	1.0085
72.2458	0.415174	1.00829
72.1395	0.415236	1.00844
72.0374	0.414766	1.0073
71.9359	0.415236	1.00844
71.8311	0.414963	1.00778
71.728	0.415386	1.00881
71.6266	0.41505	1.00799
71.5226	0.415164	1.00827
71.4197	0.415045	1.00798
71.3173	0.41507	1.00804
71.2141	0.414957	1.00776
71.1123	0.415247	1.00847
71.008	0.415039	1.00796
70.9047	0.415178	1.0083
70.8016	0.415117	1.00815
70.6984	0.414812	1.00741
70.5956	0.415045	1.00798
70.4932	0.415075	1.00805
70.3905	0.415117	1.00815
70.2895	0.415014	1.0079
70.1841	0.414972	1.0078
70.0817	0.414709	1.00716
69.9779	0.415065	1.00803
69.8745	0.415071	1.00804
69.7728	0.414963	1.00778
69.6681	0.414735	1.00722
69.5658	0.414828	1.00745
69.4624	0.414978	1.00781
69.3581	0.414993	1.00785
69.255	0.415096	1.0081
69.1504	0.414807	1.0074
69.0478	0.414916	1.00766
68.9432	0.414936	1.00771
68.8401	0.414936	1.00771
68.7343	0.414559	1.0068
68.631	0.414972	1.0078
68.529	0.414812	1.00741
68.4244	0.414895	1.00761
68.3224	0.414802	1.00739
68.2179	0.414828	1.00745
68.115	0.414621	1.00695
68.011	0.414874	1.00756
67.9099	0.415034	1.00795
67.8064	0.41475	1.00726
67.7019	0.415014	1.0079
67.6005	0.414942	1.00773
67.4968	0.414626	1.00696
67.3923	0.41443	1.00648
67.2905	0.414658	1.00704
67.1868	0.414822	1.00744
67.0832	0.414709	1.00716
66.9788	0.414559	1.0068
66.8744	0.41474	1.00724
66.771	0.41477	1.00731
66.6678	0.414828	1.00745
66.5643	0.414792	1.00736
66.46	0.414822	1.00744
66.3564	0.4146	1.0069
66.2519	0.414843	1.00749
66.1483	0.414436	1.0065
66.045	0.41456	1.0068
65.9428	0.414942	1.00773
65.8379	0.414606	1.00691
65.7362	0.414595	1.00689
65.632	0.414353	1.0063
65.5289	0.414616	1.00694
65.4257	0.414621	1.00695
65.3217	0.414471	1.00658
65.2185	0.414554	1.00678
65.1145	0.414549	1.00677
65.014	0.414699	1.00714
64.9106	0.414482	1.00661
64.8058	0.414611	1.00692
64.701	0.414606	1.00691
64.5992	0.414549	1.00677
64.4952	0.414797	1.00737
64.3915	0.414575	1.00684
64.2876	0.41457	1.00682
64.1846	0.41443	1.00648
64.0793	0.414662	1.00705
63.9779	0.414415	1.00645
63.8753	0.414466	1.00657
63.7707	0.414606	1.00691
63.6674	0.414389	1.00638
63.563	0.414595	1.00689
63.4586	0.414311	1.0062
63.3544	0.414192	1.00591
63.2505	0.414533	1.00674
63.1472	0.414358	1.00631
63.0427	0.414601	1.0069
62.9398	0.414347	1.00628
62.8361	0.414466	1.00657
62.733	0.414409	1.00643
62.6284	0.414187	1.00589
62.5248	0.414477	1.0066
62.4228	0.414317	1.00621
62.3195	0.414094	1.00567
62.2161	0.414419	1.00646
62.1141	0.414373	1.00635
62.0095	0.414507	1.00667
61.9074	0.414564	1.00681
61.8023	0.414481	1.00661
61.6994	0.414229	1.006
61.5966	0.414388	1.00638
61.4921	0.414347	1.00628
61.3884	0.414311	1.0062
61.2854	0.414213	1.00596
61.182	0.414244	1.00603
61.079	0.414053	1.00557
60.9745	0.413883	1.00515
60.8712	0.414311	1.00619
60.7664	0.414238	1.00602
60.6632	0.414238	1.00602
60.5603	0.414321	1.00622
60.4564	0.41396	1.00534
60.3523	0.414022	1.00549
60.2474	0.414136	1.00577
60.1434	0.414115	1.00572
60.0408	0.414151	1.00581
59.9357	0.413945	1.00531
59.8321	0.414193	1.00591
59.7297	0.414259	1.00607
59.6251	0.414286	1.00613
59.5225	0.414151	1.00581
59.4195	0.413924	1.00525
59.3154	0.413857	1.00509
59.2107	0.414234	1.00601
59.1072	0.41381	1.00498
59.0025	0.414223	1.00598
58.9002	0.414156	1.00582
58.7956	0.41413	1.00576
58.6919	0.414213	1.00596
58.5883	0.414125	1.00574
58.4833	0.414239	1.00602
58.3792	0.413872	1.00513
58.2762	0.413846	1.00507
58.172	0.413872	1.00513
58.0658	0.414084	1.00564
57.9635	0.414259	1.00607
57.8593	0.414063	1.00559
57.7564	0.413576	1.00441
57.6536	0.413778	1.0049
57.5491	0.413804	1.00496
57.4462	0.413881	1.00515
57.343	0.413809	1.00498
57.2386	0.413866	1.00512
57.1359	0.413561	1.00438
57.0311	0.41369	1.00469
56.9269	0.413886	1.00516
56.8225	0.413758	1.00485
56.7193	0.41383	1.00503
56.6157	0.413726	1.00478
56.5126	0.413768	1.00488
56.4088	0.413815	1.00499
56.3045	0.413794	1.00494
56.2001	0.413815	1.00499
56.0977	0.413664	1.00462
55.9941	0.413814	1.00499
55.8887	0.413939	1.00529
55.7858	0.413551	1.00435
55.6828	0.413747	1.00483
55.5797	0.413794	1.00494
55.4755	0.414001	1.00544
55.3723	0.413484	1.00419
55.2679	0.41382	1.005
55.1653	0.413676	1.00465
55.0606	0.413525	1.00429
54.9569	0.41364	1.00457
54.8539	0.41364	1.00457
54.7478	0.41349	1.0042
54.6442	0.413733	1.00479
54.5397	0.41353	1.0043
54.4357	0.413464	1.00414
54.3325	0.413484	1.00419
54.2286	0.413753	1.00484
54.1236	0.413696	1.0047
54.0187	0.413774	1.00489
53.9141	0.41364	1.00457
53.8107	0.413479	1.00418
53.7079	0.414039	1.00553
53.6043	0.413511	1.00425
53.5002	0.41379	1.00493
53.396	0.41364	1.00457
53.2921	0.413753	1.00484
53.1886	0.413759	1.00485
53.0842	0.413525	1.00429
52.9798	0.413495	1.00421
52.8748	0.41348	1.00418
52.7709	0.413418	1.00403
52.6668	0.413407	1.004
52.5619	0.413707	1.00473
52.4581	0.413361	1.00389
52.3539	0.413454	1.00411
52.2491	0.413464	1.00414
52.1445	0.413541	1.00433
52.0393	0.413603	1.00448
51.9353	0.413521	1.00428
51.8317	0.41349	1.0042
51.7289	0.41364	1.00457
51.6243	0.413702	1.00472
51.5202	0.413356	1.00388
51.4168	0.413428	1.00405
51.3141	0.413598	1.00446
51.2082	0.413506	1.00424
51.1038	0.413314	1.00377
50.9995	0.413377	1.00393
50.8963	0.413247	1.00361
50.7918	0.41336	1.00389
50.6861	0.413387	1.00395
50.5829	0.413351	1.00386
50.4779	0.413381	1.00394
50.3738	0.413588	1.00444
50.2694	0.413314	1.00377
50.1654	0.413247	1.00361
50.0594	0.413334	1.00382
49.9572	0.413211	1.00352
49.8514	0.413521	1.00428
49.7473	0.413506	1.00424
49.6427	0.413149	1.00337
49.5381	0.41351	1.00425
49.4344	0.413004	1.00302
49.3312	0.413397	1.00398
49.2257	0.413258	1.00364
49.1225	0.413386	1.00395
49.0177	0.413231	1.00357
48.9136	0.413267	1.00366
48.8095	0.412994	1.003
48.7059	0.413447	1.0041
48.6009	0.413226	1.00356
48.4974	0.413041	1.00311
48.3931	0.413186	1.00346
48.2878	0.413134	1.00334
48.1859	0.413164	1.00341
48.0807	0.413392	1.00396
47.9755	0.413205	1.00351
47.8723	0.41317	1.00342
47.7692	0.413407	1.004
47.6645	0.413129	1.00332
47.562	0.413097	1.00325
47.4579	0.413113	1.00328
47.3528	0.41301	1.00303
47.2493	0.412957	1.00291
47.1429	0.412942	1.00287
47.0387	0.413278	1.00369
46.9333	0.413067	1.00317
46.8285	0.413072	1.00319
46.724	0.412859	1.00267
46.62	0.41319	1.00347
46.5144	0.41303	1.00308
46.4105	0.413056	1.00315
46.308	0.413185	1.00346
46.2042	0.412855	1.00266
46.0993	0.412947	1.00288
45.9947	0.413206	1.00351
45.8903	0.412912	1.0028
45.7858	0.412705	1.00229
45.6816	0.41269	1.00226
45.5765	0.412834	1.00261
45.4736	0.412844	1.00263
45.3691	0.413268	1.00366
45.2655	0.412881	1.00272
45.1611	0.412921	1.00282
45.0558	0.412859	1.00267
44.9532	0.413062	1.00316
44.8496	0.412922	1.00282
44.745	0.412638	1.00213
44.6405	0.412622	1.00209
44.5367	0.412731	1.00236
44.4333	0.41271	1.00231
44.3295	0.412601	1.00204
44.2242	0.412571	1.00197
44.12	0.412874	1.00271
44.0179	0.412983	1.00297
43.9127	0.412751	1.00241
43.8082	0.412673	1.00222
43.7043	0.413041	1.00311
43.5986	0.412808	1.00255
43.4958	0.41284	1.00262
43.392	0.412674	1.00222
43.2886	0.412777	1.00247
43.1852	0.41272	1.00233
43.0812	0.412865	1.00268
42.9773	0.412963	1.00292
42.8737	0.412793	1.00251
42.7704	0.412803	1.00253
42.6675	0.412621	1.00209
42.5628	0.412803	1.00253
42.46	0.41256	1.00194
42.355	0.412446	1.00167
42.2507	0.412586	1.00201
42.1476	0.412782	1.00248
42.0436	0.412668	1.00221
41.9397	0.412627	1.0021
41.8359	0.412576	1.00198
41.7326	0.412188	1.00104
41.6279	0.412565	1.00196
41.5245	0.412669	1.00221
41.4203	0.412685	1.00225
41.3173	0.412529	1.00187
41.2129	0.412587	1.00201
41.1091	0.412431	1.00163
41.0062	0.412471	1.00173
40.9037	0.412792	1.00251
40.7993	0.412488	1.00177
40.6947	0.412689	1.00226
40.5913	0.412539	1.00189
40.487	0.412555	1.00193
40.3831	0.412694	1.00227
40.2812	0.412544	1.0019
40.1777	0.412317	1.00135
40.0727	0.41255	1.00192
39.969	0.412467	1.00172
39.8657	0.412437	1.00164
39.7629	0.412571	1.00197
39.6583	0.412518	1.00184
39.555	0.41256	1.00194
39.4498	0.412312	1.00134
39.346	0.412266	1.00123
39.2445	0.412353	1.00144
39.1406	0.412524	1.00185
39.0379	0.412354	1.00144
38.9337	0.412348	1.00143
38.83	0.412602	1.00204
38.7261	0.412189	1.00104
38.62	0.412497	1.00179
38.5183	0.41256	1.00194
38.4151	0.412473	1.00173
38.312	0.412224	1.00113
38.2084	0.412514	1.00183
38.1048	0.412493	1.00178
38.0008	0.412172	1.001
37.8967	0.412028	1.00065
37.7933	0.412224	1.00113
37.6906	0.412358	1.00145
37.5869	0.412508	1.00182
37.4836	0.412483	1.00176
37.379	0.412374	1.00149
37.2757	0.412425	1.00162
37.1724	0.412581	1.00199
37.0694	0.412131	1.0009
36.9661	0.412446	1.00167
36.8634	0.412106	1.00084
36.7583	0.412204	1.00108
36.6544	0.41226	1.00121
36.5506	0.412369	1.00148
36.4464	0.412271	1.00124
36.3413	0.4124	1.00155
36.2375	0.41227	1.00124
36.1332	0.412105	1.00084
36.0307	0.412193	1.00105
35.9269	0.412012	1.00061
35.8225	0.412286	1.00128
35.718	0.412358	1.00145
35.6156	0.412364	1.00147
35.5112	0.41227	1.00124
35.4074	0.412261	1.00122
35.3025	0.412192	1.00105
35.1992	0.412297	1.0013
35.0945	0.412229	1.00114
34.9896	0.412208	1.00109
34.8866	0.412178	1.00101
34.7821	0.412049	1.0007
34.6773	0.412209	1.00109
34.575	0.411976	1.00052
34.4712	0.412364	1.00147
34.3665	0.412292	1.00129
34.2623	0.412152	1.00095
34.1581	0.412198	1.00106
34.0539	0.412213	1.0011
33.9483	0.4121	1.00083
33.8443	0.41209	1.0008
33.7412	0.412183	1.00103
33.6377	0.41211	1.00085
33.5345	0.412012	1.00061
33.4295	0.412013	1.00061
33.3242	0.41209	1.0008
33.2206	0.412111	1.00085
33.118	0.412018	1.00063
33.0138	0.411935	1.00043
32.9102	0.412255	1.0012
32.8079	0.411903	1.00035
32.7028	0.412162	1.00098
32.599	0.412064	1.00074
32.4947	0.4121	1.00083
32.3909	0.412091	1.0008
32.2859	0.412022	1.00064
32.1824	0.412001	1.00059
32.0787	0.412121	1.00088
31.9759	0.412173	1.001
31.8711	0.412137	1.00091
31.768	0.412027	1.00065
31.6644	0.411955	1.00047
31.5606	0.412183	1.00103
31.4571	0.411945	1.00045
31.3545	0.411982	1.00054
31.2504	0.41195	1.00046
31.1457	0.412152	1.00095
31.0416	0.411816	1.00014
30.9382	0.411703	0.999861
30.834	0.412441	1.00165
30.7294	0.41223	1.00114
30.6268	0.412085	1.00079
30.5222	0.412022	1.00064
30.4178	0.411997	1.00058
30.3132	0.411873	1.00027
30.209	0.411604	0.999622
30.1064	0.411682	0.99981
30.0023	0.411863	1.00025
29.8992	0.41211	1.00085
29.7967	0.411956	1.00048
29.6917	0.412028	1.00065
29.5873	0.411873	1.00027
29.4835	0.411863	1.00025
29.3797	0.412183	1.00103
29.2758	0.411822	1.00015
29.1704	0.411734	0.999936
29.0656	0.412142	1.00093
28.9609	0.41162	0.99966
28.8576	0.411826	1.00016
28.7524	0.41194	1.00044
28.6481	0.411697	0.999847
28.5447	0.411914	1.00037
28.4424	0.411677	0.999797
28.3382	0.411655	0.999746
28.234	0.411826	1.00016
28.1309	0.411971	1.00051
28.0267	0.411506	0.999383
27.9233	0.411599	0.999609
27.8179	0.411929	1.00041
27.7144	0.41195	1.00046
27.6098	0.411795	1.00009
27.5049	0.412007	1.0006
27.4004	0.411496	0.999358
27.2961	0.411811	1.00012
27.1913	0.411738	0.999947
27.0872	0.411759	0.999998
26.9838	0.41177	1.00002
26.8788	0.411475	0.999308
26.776	0.411692	0.999834
26.6715	0.411795	1.00009
26.5667	0.411945	1.00045
26.4624	0.411868	1.00026
26.3567	0.411863	1.00025
26.2523	0.411997	1.00058
26.1469	0.411945	1.00045
26.043	0.411672	0.999785
25.9383	0.411697	0.999847
25.8329	0.411919	1.00039
25.727	0.411904	1.00035
25.6245	0.411739	0.999948
25.5195	0.411857	1.00024
25.4149	0.411531	0.999445
25.3086	0.411583	0.999571
25.2056	0.411599	0.999609
25.1002	0.411826	1.00016
24.9962	0.41178	1.00005
24.8911	0.411697	0.999847
24.7869	0.411501	0.999371
24.6837	0.411522	0.999422
24.5788	0.411687	0.999822
24.4745	0.411697	0.999847
24.3705	0.411547	0.999484
24.265	0.411542	0.999471
24.1603	0.411791	1.00007
24.0556	0.411584	0.999573
23.9503	0.411728	0.999923
23.8468	0.411583	0.999571
23.7413	0.411619	0.999658
23.6361	0.411387	0.999093
23.5319	0.411655	0.999745
23.4259	0.41165	0.999734
23.32	0.411635	0.999696
23.2166	0.411175	0.99858
23.1115	0.411625	0.999672
23.0087	0.411511	0.999394
22.9029	0.411531	0.999445
22.799	0.411583	0.999569
22.6945	0.411532	0.999446
22.5898	0.411465	0.999283
22.4848	0.411712	0.999884
22.3801	0.41178	1.00005
22.2749	0.411242	0.998743
22.1701	0.411481	0.999321
22.0657	0.411584	0.999572
21.9597	0.41162	0.999659
21.8555	0.411532	0.999446
21.7516	0.411538	0.99946
21.6453	0.411351	0.999006
21.5397	0.411619	0.999657
21.4359	0.411433	0.999207
21.3298	0.411511	0.999396
21.2248	0.411537	0.999458
21.1205	0.411419	0.999171
21.0158	0.411464	0.999282
20.9099	0.411372	0.999057
20.805	0.411367	0.999045
20.7004	0.411439	0.999221
20.5969	0.41147	0.999295
20.4927	0.411372	0.999057
20.3884	0.411728	0.999921
20.2838	0.411232	0.998717
20.1775	0.411759	0.999997
20.0728	0.411583	0.999571
19.969	0.411583	0.99957
19.8636	0.411429	0.999196
19.7593	0.411744	0.999961
19.6537	0.411222	0.998692
19.5486	0.411367	0.999045
19.4438	0.41132	0.998932
19.3392	0.411372	0.999058
19.2329	0.411305	0.998894
19.1275	0.411356	0.999018
19.0226	0.411299	0.99888
18.9165	0.411294	0.998868
18.8107	0.4113	0.998882
18.7049	0.411502	0.999372
18.5999	0.411439	0.99922
18.4944	0.411491	0.999346
18.3895	0.411481	0.999321
18.2858	0.411481	0.999322
18.1804	0.411387	0.999094
18.0766	0.411377	0.999069
17.9714	0.411264	0.998794
17.8654	0.411377	0.999069
17.7606	0.411409	0.999146
17.6563	0.411454	0.999257
17.5519	0.411459	0.999269
17.4467	0.411398	0.999121
17.3411	0.411325	0.998943
17.2352	0.411397	0.999119
17.1297	0.411299	0.998881
17.0271	0.411351	0.999008
16.9243	0.411341	0.998981
16.8191	0.411868	1.00026
16.7138	0.411625	0.999672
16.6084	0.411511	0.999396
16.5023	0.411707	0.999872
16.3988	0.411568	0.999533
16.2934	0.411583	0.999571
16.1882	0.411278	0.99883
16.0824	0.411387	0.999094
15.9763	0.411428	0.999194
15.8707	0.411444	0.999232
15.7659	0.411449	0.999244
15.66	0.411284	0.998844
15.5541	0.411512	0.999396
15.4476	0.411625	0.999672
15.3431	0.4118	1.0001
15.2369	0.411299	0.998881
15.1687	0.411454	0.999258
15.1006	0.411573	0.999547
15.0331	0.411418	0.99917
14.9698	0.411547	0.999483
14.9071	0.411677	0.999797
14.8458	0.411501	0.99937
14.7851	0.411336	0.99897
14.7258	0.411517	0.999409
14.6661	0.411351	0.999006
14.6092	0.411495	0.999357
14.5523	0.411506	0.999383
14.4952	0.411614	0.999646
14.4387	0.411552	0.999496
14.3814	0.411444	0.999233
14.3233	0.411589	0.999584
14.265	0.411196	0.99863
14.2065	0.411459	0.999269
14.1471	0.411434	0.999208
14.0871	0.411703	0.999861
14.0299	0.411358	0.999023
13.971	0.411404	0.999134
13.9119	0.411397	0.999119
13.8523	0.411341	0.998981
13.7926	0.411423	0.999182
13.7315	0.411371	0.999056
13.6702	0.411578	0.999558
13.6075	0.411185	0.998603
13.5444	0.411207	0.998656
13.484	0.411289	0.998857
13.4221	0.411526	0.999432
13.3597	0.411444	0.999233
13.2968	0.411672	0.999785
13.233	0.411382	0.999082
13.1677	0.411501	0.999371
13.102	0.411455	0.999258
13.0357	0.411212	0.998669
12.9703	0.411455	0.999258
12.9053	0.411397	0.999119
12.8391	0.411118	0.998441
12.772	0.4115	0.999369
12.7038	0.41148	0.99932
12.6348	0.411448	0.999243
12.5658	0.411521	0.99942
12.4954	0.411521	0.99942
12.4269	0.411733	0.999935
12.3577	0.411511	0.999395
12.2859	0.411449	0.999244
12.2148	0.41134	0.99898
12.1415	0.411635	0.999696
12.0677	0.411521	0.99942
11.9929	0.411263	0.998794
11.9203	0.4115	0.999369
11.8464	0.411578	0.999558
11.7726	0.411103	0.998405
11.6983	0.411331	0.998957
11.6278	0.411414	0.99916
11.5578	0.411687	0.999822
11.4904	0.411176	0.998582
11.4261	0.411517	0.999409
11.3621	0.411547	0.999483
11.297	0.411574	0.999548
11.2308	0.411299	0.99888
11.1649	0.411438	0.999218
11.0978	0.411536	0.999457
11.0299	0.411625	0.999673
10.9635	0.41147	0.999295
10.8976	0.411527	0.999433
10.8307	0.411336	0.998969
10.763	0.41134	0.998981
10.6932	0.411475	0.999308
10.6236	0.411346	0.998995
10.5532	0.411449	0.999245
10.4839	0.411413	0.999158
10.4145	0.411222	0.998694
10.3447	0.411542	0.999471
10.2729	0.411335	0.998969
10.1995	0.411496	0.999358
10.1253	0.41134	0.998981
10.0526	0.411759	0.999999
9.98083	0.411388	0.999095
9.907	0.411486	0.999334
9.8321	0.411526	0.999433
9.75555	0.411578	0.999558
9.6781	0.411486	0.999334
9.60226	0.41148	0.99932
9.52593	0.411428	0.999194
9.44922	0.411428	0.999194
9.37133	0.41147	0.999296
9.29064	0.411578	0.999558
9.20895	0.411537	0.999458
9.12985	0.411449	0.999244
9.04914	0.41149	0.999345
8.96853	0.411573	0.999547
8.88518	0.411552	0.999494
8.80005	0.411429	0.999195
8.71772	0.41146	0.999271
8.63449	0.41145	0.999247
8.54833	0.41145	0.999247
8.46156	0.41146	0.999271
8.37402	0.411413	0.999158
8.28764	0.411428	0.999194
8.19988	0.411439	0.999221
8.11035	0.41142	0.999174
8.01877	0.41143	0.999199
7.93074	0.41144	0.999223
7.83978	0.411465	0.999282
7.74787	0.41146	0.999271
7.65562	0.41147	0.999296
7.56083	0.41149	0.999344
7.46919	0.411449	0.999244
7.37471	0.41148	0.99932
