# Tdn_K_68G	Rdn_Ohm_68G
278.291	1.86242
278.185	1.86215
278.079	1.86147
277.974	1.86132
277.863	1.86098
277.755	1.86053
277.651	1.86001
277.553	1.85982
277.433	1.85933
277.336	1.85913
277.229	1.85863
277.114	1.85838
277.008	1.85782
276.901	1.85749
276.789	1.85698
276.685	1.85668
276.575	1.8563
276.473	1.85582
276.368	1.85558
276.25	1.85525
276.146	1.85474
276.043	1.85442
275.935	1.85389
275.825	1.85349
275.718	1.85324
275.603	1.85267
275.49	1.85228
275.385	1.85187
275.276	1.85171
275.165	1.85104
275.06	1.85084
274.955	1.85042
274.852	1.85009
274.745	1.84966
274.639	1.84919
274.526	1.8488
274.428	1.84853
274.322	1.84827
274.207	1.84767
274.101	1.84738
274.002	1.84693
273.892	1.84641
273.785	1.84624
273.67	1.84584
273.565	1.84536
273.464	1.84495
273.353	1.84456
273.243	1.84427
273.129	1.84373
273.029	1.84357
272.924	1.84315
272.813	1.84283
272.714	1.84226
272.605	1.84186
272.501	1.84153
272.394	1.84122
272.294	1.84062
272.189	1.84026
272.08	1.84007
271.966	1.83973
271.861	1.83941
271.759	1.83888
271.646	1.83842
271.536	1.83807
271.432	1.83748
271.322	1.83737
271.21	1.83686
271.107	1.8366
271.005	1.83612
270.893	1.83565
270.779	1.83533
270.671	1.83494
270.565	1.83445
270.459	1.83422
270.354	1.83383
270.253	1.83339
270.147	1.8329
270.043	1.83262
269.932	1.83229
269.829	1.83178
269.722	1.83138
269.615	1.83101
269.513	1.83076
269.411	1.8303
269.302	1.83001
269.197	1.82959
269.086	1.82922
268.981	1.82866
268.88	1.82835
268.769	1.82802
268.661	1.82776
268.553	1.82711
268.452	1.82685
268.344	1.82633
268.252	1.82608
268.144	1.82571
268.036	1.82539
267.925	1.82497
267.82	1.82461
267.714	1.82417
267.608	1.82373
267.495	1.82337
267.382	1.82292
267.279	1.8225
267.174	1.82219
267.065	1.82181
266.959	1.82153
266.856	1.82108
266.75	1.82073
266.639	1.82025
266.529	1.81989
266.425	1.81956
266.317	1.81914
266.209	1.81863
266.103	1.81832
265.995	1.81808
265.892	1.81746
265.786	1.81712
265.682	1.8169
265.57	1.81643
265.454	1.81588
265.349	1.81566
265.252	1.81503
265.144	1.81491
265.036	1.81446
264.93	1.81402
264.82	1.81384
264.712	1.81314
264.604	1.81289
264.5	1.81246
264.392	1.81223
264.283	1.81172
264.178	1.81141
264.075	1.81104
263.964	1.81056
263.858	1.81019
263.755	1.80978
263.65	1.80947
263.539	1.80915
263.433	1.80872
263.334	1.80843
263.218	1.80781
263.112	1.80746
263.012	1.80716
262.906	1.8068
262.794	1.80645
262.691	1.80581
262.58	1.80552
262.471	1.80515
262.365	1.80474
262.257	1.80453
262.144	1.80405
262.042	1.80368
261.926	1.80347
261.82	1.80295
261.717	1.80254
261.611	1.80224
261.505	1.80184
261.395	1.80147
261.298	1.80094
261.195	1.80083
261.089	1.80017
260.978	1.79986
260.873	1.79962
260.764	1.79925
260.661	1.79874
260.555	1.79827
260.447	1.79807
260.336	1.79757
260.235	1.79725
260.128	1.79672
260.023	1.79671
259.92	1.7961
259.807	1.7956
259.709	1.79524
259.601	1.79515
259.478	1.79466
259.373	1.7943
259.268	1.79374
259.159	1.79353
259.058	1.79312
258.95	1.79272
258.837	1.79233
258.731	1.7919
258.632	1.79146
258.529	1.7912
258.42	1.79085
258.307	1.79044
258.203	1.78993
258.098	1.78958
257.988	1.78931
257.885	1.78877
257.772	1.78835
257.665	1.78818
257.562	1.7876
257.454	1.78743
257.353	1.78708
257.241	1.78654
257.133	1.78624
257.024	1.78588
256.92	1.78538
256.817	1.78504
256.706	1.78471
256.602	1.78432
256.5	1.78384
256.385	1.78373
256.277	1.78318
256.18	1.7828
256.072	1.78239
255.97	1.78215
255.862	1.78176
255.756	1.7814
255.647	1.7811
255.538	1.78058
255.434	1.78021
255.331	1.77996
255.224	1.77944
255.118	1.77913
255.012	1.77877
254.905	1.77826
254.8	1.778
254.695	1.7776
254.591	1.77723
254.482	1.77678
254.383	1.77626
254.275	1.77598
254.163	1.77545
254.06	1.77537
253.95	1.77469
253.847	1.77427
253.74	1.77403
253.639	1.77368
253.53	1.77333
253.424	1.77293
253.315	1.7723
253.207	1.77209
253.099	1.77184
252.998	1.77151
252.888	1.77086
252.782	1.77066
252.685	1.77022
252.576	1.76988
252.47	1.76957
252.361	1.76908
252.254	1.76879
252.149	1.7685
252.032	1.76817
251.939	1.76774
251.827	1.76736
251.724	1.76687
251.623	1.76658
251.507	1.76619
251.405	1.76597
251.304	1.76545
251.2	1.76522
251.088	1.76465
250.987	1.76436
250.876	1.76409
250.773	1.76364
250.669	1.7633
250.564	1.76301
250.457	1.76273
250.349	1.7622
250.242	1.76191
250.137	1.76155
250.023	1.76114
249.919	1.76068
249.818	1.76042
249.712	1.76005
249.602	1.75971
249.494	1.75912
249.389	1.75886
249.281	1.75855
249.179	1.7581
249.063	1.75764
248.953	1.75719
248.848	1.75697
248.743	1.75665
248.637	1.75623
248.534	1.75572
248.428	1.75562
248.315	1.75513
248.204	1.75478
248.107	1.75436
247.998	1.75401
247.886	1.75362
247.788	1.75315
247.674	1.75285
247.571	1.75264
247.466	1.75192
247.357	1.75175
247.251	1.75135
247.143	1.75098
247.031	1.75071
246.925	1.75036
246.821	1.74988
246.71	1.74944
246.604	1.74907
246.498	1.74878
246.396	1.7485
246.287	1.74805
246.182	1.74753
246.076	1.7474
245.97	1.7469
245.864	1.74665
245.758	1.74617
245.659	1.74583
245.551	1.74554
245.439	1.74521
245.341	1.74477
245.233	1.7445
245.125	1.74409
245.023	1.7438
244.911	1.74342
244.806	1.74291
244.701	1.74273
244.592	1.74224
244.485	1.74201
244.376	1.74155
244.274	1.74106
244.166	1.74086
244.059	1.74038
243.952	1.73986
243.848	1.73964
243.736	1.73921
243.634	1.73899
243.529	1.73851
243.427	1.73807
243.321	1.73789
243.216	1.73739
243.107	1.73718
242.998	1.73683
242.894	1.73636
242.786	1.73583
242.677	1.73569
242.565	1.73542
242.454	1.73466
242.353	1.73431
242.242	1.73407
242.142	1.73369
242.034	1.73356
241.926	1.73291
241.822	1.73255
241.72	1.7322
241.611	1.73177
241.511	1.73132
241.403	1.73088
241.303	1.73074
241.195	1.73038
241.089	1.72995
240.98	1.72968
240.873	1.72932
240.763	1.72892
240.656	1.72848
240.55	1.72824
240.434	1.72795
240.333	1.72742
240.225	1.72707
240.117	1.72675
240.017	1.7263
239.916	1.72583
239.81	1.72564
239.703	1.72532
239.599	1.72488
239.488	1.72433
239.379	1.72413
239.275	1.72388
239.168	1.72341
239.064	1.72311
238.958	1.72262
238.855	1.72226
238.744	1.72181
238.637	1.72155
238.524	1.72105
238.419	1.72089
238.31	1.7203
238.208	1.71994
238.099	1.71965
237.99	1.71931
237.886	1.71884
237.781	1.7185
237.681	1.71804
237.564	1.71777
237.465	1.71739
237.363	1.71682
237.258	1.71661
237.145	1.71615
237.044	1.71595
236.933	1.71555
236.827	1.71513
236.719	1.71483
236.619	1.71442
236.515	1.71406
236.408	1.71377
236.301	1.71341
236.19	1.71283
236.082	1.71258
235.978	1.71223
235.868	1.71172
235.766	1.71139
235.66	1.71091
235.554	1.71072
235.446	1.71025
235.342	1.71004
235.24	1.70955
235.134	1.70924
235.031	1.7089
234.931	1.70847
234.823	1.708
234.717	1.70801
234.607	1.70745
234.499	1.70716
234.392	1.7065
234.289	1.70633
234.184	1.70617
234.075	1.70561
233.969	1.70521
233.862	1.70479
233.752	1.70451
233.649	1.70416
233.534	1.70373
233.433	1.70334
233.327	1.70311
233.22	1.70258
233.112	1.70232
233.009	1.70192
232.904	1.70152
232.798	1.70109
232.688	1.70054
232.579	1.70033
232.471	1.70001
232.362	1.6996
232.259	1.69909
232.156	1.69888
232.057	1.6986
231.95	1.69807
231.845	1.6977
231.744	1.69754
231.633	1.69711
231.535	1.69687
231.428	1.69642
231.323	1.69593
231.211	1.69549
231.115	1.69543
231.008	1.69506
230.906	1.69475
230.794	1.69438
230.692	1.694
230.589	1.69352
230.486	1.69308
230.377	1.69283
230.279	1.69255
230.171	1.69205
230.061	1.69169
229.958	1.6913
229.857	1.69095
229.75	1.69063
229.649	1.69034
229.545	1.68996
229.441	1.68948
229.333	1.68926
229.23	1.68891
229.12	1.68851
229.018	1.68811
228.911	1.68782
228.804	1.68753
228.708	1.68698
228.603	1.68676
228.499	1.68632
228.39	1.68594
228.29	1.68578
228.185	1.68532
228.082	1.68506
227.977	1.68469
227.869	1.68438
227.766	1.68401
227.667	1.68366
227.565	1.68325
227.461	1.68297
227.359	1.68257
227.25	1.68217
227.144	1.68202
227.044	1.68157
226.935	1.68131
226.829	1.68093
226.725	1.68057
226.62	1.68011
226.515	1.67991
226.411	1.67941
226.305	1.67895
226.207	1.67867
226.095	1.67824
225.989	1.67792
225.886	1.67771
225.786	1.67725
225.675	1.67688
225.573	1.67645
225.468	1.67614
225.368	1.67586
225.261	1.67552
225.155	1.67513
225.044	1.67469
224.945	1.67453
224.839	1.67417
224.742	1.67378
224.635	1.67329
224.528	1.67301
224.417	1.67264
224.312	1.67219
224.2	1.67183
224.1	1.67156
223.998	1.67107
223.888	1.6709
223.773	1.67039
223.673	1.67008
223.568	1.66957
223.466	1.66935
223.357	1.66898
223.256	1.66869
223.151	1.66824
223.047	1.66797
222.946	1.66751
222.84	1.66722
222.742	1.66683
222.638	1.66633
222.529	1.66599
222.427	1.66566
222.321	1.66539
222.221	1.66511
222.118	1.6647
222.012	1.66425
221.908	1.66392
221.804	1.66366
221.69	1.66312
221.587	1.66273
221.484	1.66245
221.376	1.662
221.268	1.66171
221.171	1.66133
221.068	1.66096
220.961	1.66074
220.855	1.66028
220.754	1.66004
220.652	1.65977
220.547	1.65942
220.442	1.65898
220.331	1.65865
220.224	1.65839
220.121	1.65793
220.016	1.65744
219.909	1.65719
219.804	1.65654
219.704	1.65642
219.6	1.65616
219.502	1.65572
219.398	1.65533
219.288	1.65484
219.183	1.65454
219.083	1.65419
218.982	1.65396
218.875	1.65369
218.772	1.65339
218.671	1.65282
218.566	1.65263
218.46	1.65201
218.356	1.65182
218.254	1.65133
218.148	1.65104
218.047	1.6506
217.937	1.6503
217.834	1.64981
217.729	1.64951
217.626	1.64925
217.523	1.6487
217.424	1.64863
217.317	1.64819
217.212	1.64782
217.105	1.64734
217.002	1.64706
216.899	1.64671
216.797	1.64631
216.695	1.64619
216.589	1.64549
216.482	1.64513
216.379	1.64498
216.278	1.64446
216.171	1.64427
216.065	1.64386
215.962	1.64344
215.859	1.64301
215.754	1.6427
215.65	1.64225
215.546	1.64176
215.44	1.64163
215.338	1.64127
215.24	1.64094
215.137	1.64057
215.03	1.64006
214.927	1.63969
214.823	1.63961
214.721	1.63925
214.615	1.63885
214.514	1.63852
214.409	1.63799
214.306	1.6378
214.203	1.6374
214.101	1.63702
214	1.63689
213.895	1.63638
213.79	1.6361
213.685	1.63553
213.583	1.6353
213.474	1.63482
213.373	1.63466
213.269	1.6345
213.167	1.63389
213.064	1.63358
212.965	1.63325
212.86	1.63292
212.756	1.63245
212.655	1.63238
212.552	1.63201
212.445	1.63149
212.344	1.63125
212.242	1.63074
212.138	1.63061
212.04	1.62999
211.935	1.62987
211.832	1.62948
211.728	1.62901
211.619	1.62871
211.517	1.62827
211.419	1.62796
211.312	1.62767
211.209	1.62722
211.103	1.62709
211	1.62656
210.897	1.62628
210.794	1.62614
210.691	1.62582
210.588	1.62531
210.488	1.62523
210.381	1.62476
210.28	1.62435
210.173	1.62395
210.076	1.62392
209.97	1.62335
209.869	1.62287
209.764	1.62241
209.66	1.6221
209.557	1.62176
209.454	1.62131
209.351	1.62106
209.249	1.6208
209.147	1.62032
209.041	1.61995
208.938	1.61969
208.838	1.61924
208.732	1.61874
208.626	1.61844
208.525	1.61838
208.42	1.6179
208.315	1.6174
208.215	1.61696
208.107	1.61649
208.009	1.61613
207.904	1.61569
207.803	1.61525
207.697	1.61478
207.594	1.61459
207.494	1.61414
207.392	1.6137
207.292	1.61342
207.19	1.61296
207.089	1.61258
206.987	1.61232
206.885	1.61203
206.776	1.61153
206.679	1.61143
206.573	1.61094
206.471	1.61055
206.368	1.61021
206.269	1.60977
206.167	1.6096
206.068	1.60917
205.964	1.60865
205.855	1.60847
205.758	1.60808
205.655	1.6077
205.554	1.60743
205.446	1.60698
205.345	1.60683
205.244	1.60635
205.137	1.60604
205.035	1.60559
204.935	1.60538
204.83	1.60489
204.725	1.60451
204.621	1.60418
204.52	1.60392
204.411	1.6035
204.308	1.6033
204.206	1.60283
204.1	1.60258
204	1.60228
203.895	1.60185
203.793	1.60144
203.696	1.6013
203.59	1.60077
203.484	1.60058
203.381	1.6002
203.283	1.60005
203.176	1.59963
203.077	1.59921
202.97	1.59883
202.864	1.59862
202.766	1.59827
202.665	1.59784
202.559	1.59757
202.462	1.59725
202.358	1.59673
202.256	1.5967
202.148	1.59618
202.048	1.59577
201.946	1.59552
201.845	1.59524
201.738	1.59498
201.634	1.59468
201.53	1.59409
201.429	1.59378
201.325	1.59351
201.225	1.59317
201.125	1.59266
201.016	1.59239
200.917	1.59206
200.815	1.59161
200.711	1.59149
200.607	1.59112
200.508	1.5908
200.407	1.59044
200.299	1.58997
200.201	1.58965
200.097	1.58946
199.992	1.58901
199.893	1.58865
199.788	1.58842
199.681	1.58816
199.58	1.58767
199.476	1.58744
199.379	1.58698
199.276	1.5866
199.171	1.58631
199.067	1.58625
198.968	1.58534
198.864	1.58524
198.757	1.58502
198.654	1.58462
198.553	1.58424
198.451	1.58383
198.347	1.5836
198.249	1.58322
198.148	1.58289
198.042	1.5825
197.937	1.58224
197.835	1.58186
197.728	1.58147
197.626	1.5811
197.525	1.58092
197.419	1.58062
197.321	1.58008
197.216	1.5797
197.113	1.57957
197.012	1.57912
196.913	1.57864
196.809	1.5784
196.702	1.57801
196.601	1.57775
196.498	1.5776
196.397	1.57688
196.293	1.57678
196.195	1.57634
196.09	1.57594
195.987	1.57556
195.885	1.57509
195.781	1.57472
195.678	1.5745
195.574	1.57425
195.474	1.57391
195.369	1.57335
195.27	1.57312
195.161	1.57291
195.06	1.57237
194.954	1.57203
194.852	1.57168
194.746	1.57122
194.647	1.571
194.548	1.57045
194.445	1.57031
194.345	1.57006
194.237	1.56945
194.142	1.56917
194.036	1.56886
193.93	1.56873
193.831	1.56834
193.728	1.56807
193.629	1.56758
193.52	1.56718
193.422	1.56685
193.323	1.56654
193.218	1.56625
193.114	1.56574
193.01	1.56558
192.911	1.56523
192.807	1.56485
192.705	1.56441
192.601	1.56414
192.502	1.56376
192.399	1.56347
192.298	1.56311
192.194	1.5627
192.088	1.5623
191.99	1.56207
191.883	1.56177
191.78	1.56142
191.68	1.56089
191.575	1.56065
191.476	1.56032
191.375	1.56002
191.273	1.55965
191.169	1.5593
191.066	1.55881
190.965	1.55854
190.859	1.55826
190.76	1.55787
190.656	1.55756
190.55	1.55708
190.447	1.55695
190.345	1.55645
190.241	1.55607
190.137	1.55599
190.037	1.55553
189.935	1.55519
189.834	1.55494
189.733	1.55434
189.632	1.55389
189.532	1.55371
189.423	1.55346
189.322	1.55309
189.216	1.55281
189.121	1.55231
189.013	1.5521
188.914	1.55166
188.809	1.55143
188.706	1.55114
188.601	1.55057
188.496	1.55042
188.394	1.55002
188.291	1.54967
188.189	1.54938
188.088	1.54903
187.983	1.54899
187.877	1.54843
187.777	1.54809
187.675	1.5479
187.571	1.54757
187.468	1.54698
187.367	1.54693
187.258	1.54624
187.158	1.5462
187.054	1.54607
186.956	1.54541
186.856	1.54542
186.751	1.54494
186.646	1.54459
186.543	1.54416
186.443	1.54402
186.34	1.54347
186.238	1.54343
186.138	1.54299
186.032	1.54261
185.934	1.54227
185.829	1.54188
185.729	1.54174
185.627	1.54138
185.528	1.54089
185.424	1.54054
185.321	1.54037
185.219	1.53983
185.118	1.53954
185.016	1.53931
184.914	1.53885
184.813	1.53855
184.709	1.53826
184.606	1.53795
184.504	1.53756
184.401	1.5371
184.298	1.53693
184.197	1.53656
184.097	1.53626
183.992	1.53592
183.891	1.53563
183.787	1.53531
183.685	1.53501
183.583	1.53471
183.482	1.53439
183.378	1.53418
183.273	1.53371
183.174	1.53332
183.074	1.53299
182.972	1.53286
182.867	1.53245
182.767	1.53217
182.662	1.53192
182.563	1.53138
182.462	1.53106
182.357	1.53059
182.254	1.53031
182.149	1.53023
182.043	1.52977
181.941	1.52936
181.841	1.52897
181.738	1.52871
181.635	1.52836
181.534	1.52804
181.431	1.52756
181.326	1.52747
181.222	1.52703
181.118	1.52662
181.016	1.52618
180.913	1.5259
180.811	1.52545
180.705	1.52496
180.609	1.52505
180.503	1.52467
180.399	1.52439
180.296	1.52384
180.191	1.52361
180.091	1.52311
179.99	1.52276
179.885	1.52254
179.784	1.52222
179.683	1.52183
179.581	1.52152
179.477	1.52121
179.372	1.5209
179.27	1.52046
179.167	1.5201
179.069	1.51994
178.96	1.51978
178.859	1.51948
178.761	1.51906
178.655	1.51886
178.552	1.51865
178.45	1.51811
178.347	1.5179
178.246	1.51746
178.139	1.5173
178.037	1.5169
177.935	1.51679
177.829	1.51623
177.728	1.51597
177.626	1.51571
177.524	1.51521
177.425	1.51504
177.323	1.51455
177.222	1.51427
177.115	1.51413
177.017	1.51385
176.912	1.51324
176.809	1.51298
176.706	1.51264
176.606	1.51235
176.505	1.51182
176.405	1.51159
176.297	1.51122
176.195	1.51095
176.094	1.51042
175.993	1.51009
175.885	1.50985
175.787	1.50932
175.684	1.50922
175.58	1.50883
175.482	1.50855
175.377	1.50819
175.277	1.50786
175.169	1.5075
175.067	1.50719
174.966	1.50668
174.863	1.50646
174.762	1.50616
174.659	1.50589
174.557	1.5054
174.454	1.50524
174.351	1.50481
174.25	1.50429
174.15	1.504
174.045	1.50369
173.945	1.5034
173.846	1.50313
173.744	1.50263
173.643	1.50224
173.543	1.50194
173.436	1.5017
173.333	1.50141
173.231	1.50117
173.127	1.50054
173.025	1.50043
172.923	1.50004
172.821	1.49965
172.716	1.49935
172.615	1.49886
172.514	1.49869
172.412	1.49829
172.313	1.49802
172.205	1.49756
172.103	1.49714
172	1.49698
171.899	1.49656
171.797	1.49617
171.695	1.49582
171.594	1.49548
171.489	1.49533
171.385	1.49504
171.285	1.49451
171.183	1.49401
171.083	1.49399
170.978	1.4939
170.877	1.49338
170.773	1.49303
170.667	1.49279
170.566	1.49237
170.464	1.4921
170.363	1.49179
170.257	1.49158
170.153	1.4912
170.05	1.49071
169.947	1.49054
169.84	1.49023
169.738	1.48993
169.637	1.48961
169.533	1.48917
169.432	1.48885
169.329	1.48856
169.225	1.48823
169.124	1.48787
169.018	1.48756
168.917	1.4871
168.816	1.4867
168.714	1.48655
168.61	1.48596
168.51	1.4858
168.407	1.48547
168.303	1.48515
168.205	1.48487
168.101	1.48451
168.001	1.4841
167.899	1.48368
167.798	1.48355
167.695	1.48308
167.589	1.48278
167.49	1.48239
167.387	1.48216
167.287	1.48164
167.185	1.48135
167.083	1.48092
166.976	1.48069
166.875	1.48025
166.773	1.4799
166.67	1.47909
166.566	1.47888
166.467	1.47857
166.365	1.47815
166.261	1.47756
166.159	1.47744
166.057	1.47707
165.954	1.47665
165.852	1.47635
165.749	1.47582
165.643	1.47575
165.537	1.47531
165.436	1.47491
165.337	1.47447
165.231	1.47432
165.128	1.47393
165.025	1.4733
164.923	1.47317
164.819	1.47299
164.715	1.47244
164.615	1.47221
164.512	1.47185
164.41	1.47147
164.305	1.47128
164.202	1.47078
164.099	1.47033
163.997	1.47008
163.894	1.46989
163.791	1.46924
163.687	1.4691
163.589	1.46877
163.487	1.46831
163.384	1.46816
163.281	1.46765
163.179	1.46721
163.076	1.467
162.974	1.46676
162.874	1.46636
162.769	1.46603
162.667	1.46545
162.563	1.46541
162.462	1.465
162.36	1.46446
162.253	1.46411
162.148	1.46374
162.044	1.46349
161.945	1.46316
161.841	1.46271
161.737	1.46249
161.637	1.46207
161.536	1.46186
161.436	1.46141
161.333	1.46096
161.23	1.46053
161.126	1.46048
161.026	1.46001
160.923	1.45965
160.822	1.45933
160.719	1.45894
160.614	1.45851
160.513	1.45822
160.412	1.45792
160.307	1.45744
160.206	1.45704
160.103	1.45668
160.004	1.45642
159.903	1.45622
159.803	1.45563
159.7	1.45552
159.596	1.45509
159.493	1.45468
159.39	1.45431
159.288	1.45434
159.19	1.45361
159.085	1.45342
158.983	1.45286
158.881	1.45247
158.775	1.45233
158.673	1.45197
158.57	1.45157
158.465	1.4517
158.364	1.45136
158.26	1.45103
158.161	1.45081
158.06	1.45051
157.954	1.45019
157.855	1.44992
157.75	1.44958
157.647	1.44915
157.543	1.44904
157.442	1.44859
157.343	1.44827
157.242	1.44772
157.141	1.44747
157.038	1.44724
156.937	1.44695
156.834	1.44662
156.73	1.446
156.628	1.44587
156.526	1.44556
156.422	1.44522
156.321	1.44491
156.22	1.44451
156.117	1.44428
156.015	1.4439
155.909	1.44355
155.805	1.44302
155.704	1.44267
155.602	1.44291
155.501	1.44255
155.398	1.44228
155.294	1.44188
155.192	1.44164
155.089	1.44151
154.987	1.44115
154.886	1.44088
154.782	1.44049
154.683	1.44026
154.579	1.4398
154.476	1.43938
154.374	1.43929
154.272	1.43896
154.172	1.43879
154.069	1.43833
153.966	1.43805
153.861	1.43761
153.758	1.43723
153.656	1.43694
153.55	1.43667
153.448	1.43613
153.344	1.43575
153.244	1.43531
153.142	1.43513
153.037	1.43469
152.935	1.43469
152.83	1.43429
152.726	1.43428
152.627	1.43361
152.525	1.43338
152.419	1.43314
152.32	1.43284
152.216	1.43246
152.114	1.43225
152.011	1.43179
151.911	1.4313
151.806	1.43083
151.706	1.43082
151.605	1.43021
151.504	1.43001
151.399	1.4297
151.296	1.42944
151.191	1.42924
151.091	1.42881
150.986	1.42839
150.883	1.42815
150.781	1.42775
150.683	1.42746
150.58	1.42712
150.474	1.42675
150.374	1.42635
150.271	1.42624
150.169	1.42586
150.07	1.42531
149.965	1.42506
149.863	1.42453
149.761	1.42423
149.659	1.42404
149.555	1.42373
149.452	1.42324
149.351	1.42282
149.246	1.42274
149.144	1.42244
149.042	1.42217
148.936	1.42191
148.838	1.42159
148.733	1.42131
148.631	1.42101
148.53	1.42079
148.425	1.42032
148.323	1.41983
148.219	1.41922
148.118	1.4189
148.013	1.41861
147.911	1.41837
147.808	1.4179
147.705	1.41773
147.602	1.41745
147.501	1.41695
147.399	1.41682
147.297	1.41653
147.194	1.41601
147.092	1.41573
146.984	1.41551
146.885	1.41506
146.782	1.41478
146.679	1.41455
146.577	1.4141
146.475	1.41371
146.374	1.41332
146.27	1.41311
146.169	1.41275
146.067	1.41233
145.964	1.41491
145.863	1.41465
145.762	1.41454
145.661	1.41421
145.555	1.41404
145.453	1.41397
145.351	1.41379
145.25	1.41339
145.149	1.41331
145.048	1.41322
144.941	1.413
144.84	1.41269
144.737	1.41229
144.637	1.41251
144.536	1.41218
144.436	1.41178
144.335	1.41174
144.233	1.41152
144.131	1.41118
144.029	1.41096
143.924	1.41068
143.821	1.41043
143.72	1.40999
143.617	1.40992
143.513	1.40958
143.41	1.40937
143.306	1.40908
143.205	1.40878
143.1	1.40873
142.997	1.4084
142.893	1.40816
142.79	1.40794
142.689	1.40707
142.589	1.4068
142.489	1.40664
142.387	1.40631
142.283	1.40621
142.184	1.40582
142.08	1.40555
141.978	1.40525
141.876	1.40501
141.772	1.40469
141.67	1.40452
141.567	1.40429
141.464	1.40392
141.361	1.40389
141.257	1.40347
141.156	1.4029
141.054	1.40268
140.951	1.4021
140.849	1.40199
140.746	1.40163
140.644	1.40145
140.54	1.40111
140.436	1.401
140.334	1.40085
140.228	1.40041
140.126	1.40015
140.024	1.4001
139.923	1.39967
139.821	1.39925
139.718	1.39909
139.614	1.39885
139.512	1.39859
139.412	1.39813
139.308	1.39802
139.206	1.39768
139.103	1.39697
138.999	1.39669
138.898	1.39642
138.796	1.39602
138.694	1.39578
138.59	1.39547
138.487	1.39526
138.385	1.39495
138.284	1.39136
138.181	1.39096
138.077	1.39051
137.975	1.39051
137.873	1.39001
137.769	1.38976
137.667	1.38946
137.564	1.38914
137.462	1.38886
137.361	1.38842
137.258	1.38823
137.156	1.38786
137.055	1.38778
136.953	1.38765
136.85	1.38705
136.749	1.38697
136.648	1.38657
136.548	1.38659
136.445	1.38618
136.341	1.38577
136.238	1.38534
136.138	1.38515
136.035	1.38474
135.932	1.38474
135.83	1.38409
135.727	1.38378
135.626	1.38386
135.521	1.38352
135.42	1.38315
135.315	1.38292
135.212	1.3828
